bylines,mean_prob_outside,mean_prob_inside,shift,total_spend,n_ads,mean_election_prob_weighted
"Hong Kong Economic and Trade Office, Sydney",0.39833067836276526,0.6966547522640265,0.29832407390126126,891.0,18,0.4314777976851276
Hope+Heal,5.972637867734942e-05,,,49.5,1,5.972637867734942e-05
Housing Trust,0.7190769215114816,,,347.5,5,0.7394597288301477
Hudson Global Resources (Aust) Pty Limited,0.9897438682898274,,,2847.5,5,0.9885516785727894
Hugh Jones MLA,0.10601432004090554,0.03774007902684845,-0.06827424101405709,247.5,5,0.07870462363528269
"Hughes Deserves Better, Inc.",0.9295692616022899,0.8336374621214576,-0.0959317994808323,1091.0,18,0.88491505284397
Hugo Siu,0.3033940266998124,,,742.5,15,0.30339402669981236
Human Rights Law Alliance,0.508082438059741,,,4796.0,8,0.5945840793924103
Humane Society International Australia,0.3115148555661015,0.6509590965893617,0.3394442410232602,22137.0,126,0.4151997833033545
Humanists Australia,0.5624339016843323,,,248.5,3,0.6751497132203057
Humanists Victoria,,0.0005797802769046401,,49.5,1,0.0005797802769046401
Hume City Council,0.20558249507228168,0.030877872406520696,-0.17470462266576098,2736.5,27,0.13761340794563362
Humpty Dumpty Foundation,0.33686389726554516,0.12964851387083637,-0.2072153833947088,14591.0,18,0.22330409136536486
Hunter Jobs Alliance,0.5177946080220548,0.526509066692299,0.00871445867024423,41676.5,147,0.47227000703734145
Hunter Workers,0.5814451575956415,0.6331430912973867,0.051697933701745136,792.0,16,0.6008318827337958
Hyper Shirts,0.5199785162275536,,,198.0,4,0.5199785162275536
I Love Kinder campaign,0.43044684833408897,,,149.5,1,0.430446848334089
IAG,0.33716220260960406,0.28836284944340257,-0.04879935316620149,67192.0,16,0.39581690289335253
ICAN Australia,,0.7777557636513329,,1047.5,5,0.8375758456662451
IDEA Academy ,0.3760260377434808,,,3391.0,18,0.6604646432881361
IJM Australia with Facebook ad credits,0.07784957606020917,,,11995.0,10,0.14010060004514024
IWDA,0.16916189334950832,0.20760915512274222,0.038447261773233904,19657.5,185,0.14370387842330742
Iacovos Digenis,,0.9914188224023368,,49.5,1,0.9914188224023368
Iain Mackay Dall,0.5232318153257985,,,499.0,2,0.5232318153257987
Ian Birchley,0.44028985503564266,,,346.5,7,0.44028985503564266
Ian Cook,0.9695953691659338,,,948.5,3,0.9854983752365298
Ian Tooley,0.3848386896506918,,,198.0,4,0.3848386896506918
Iann Melrose,,0.9753831672598016,,49.5,1,0.9753831672598016
Impact X Pty Ltd,0.2746222527819598,,,18033.5,233,0.30717816284162663
Inclusion Melbourne,0.8689394354944584,,,995.0,10,0.8855384585970203
Independent Australia,0.3629306088809447,0.3289355512005996,-0.03399505768034511,3613.5,73,0.35547963733456767
Independent Cowper Pty LTD,0.7093142717994664,0.9608478425488102,0.2515335707493438,8278.0,44,0.7734077790910772
Independent Education Union Victoria Tasmania,0.7970080905505624,0.7861324016827802,-0.01087568886778223,1442.5,15,0.7444322843652433
Independent Schools Victoria,0.31864428224714336,0.13897172047280348,-0.17967256177433988,445.5,9,0.25875342832236337
Independent Voices for the Senate Limited,0.9999999999996667,,,398.0,4,0.9999999999996302
Independent for Maroubra  ,0.7694033193140111,,,49.5,1,0.7694033193140111
IndependentsCAN,0.8433307980042498,,,745.5,9,0.8318001729074149
India News Australia,0.18133502720678085,,,49.5,1,0.18133502720678082
Indian Link,0.36338073327764286,0.6996020990373378,0.33622136575969497,2128.5,43,0.4884863577463665
Indigenous Desert Alliance,0.40113670103717897,,,99.0,2,0.40113670103717897
"Indigenous Law Centre, UNSW",0.1998666014401921,,,187144.0,12,0.2952690110746846
Informed Medical Options Party,0.43119857362685193,0.36488309721470163,-0.0663154764121503,544.5,11,0.3769404565623653
Inner West Council,0.17121269905265962,0.22437721278814715,0.05316451373548753,744.5,11,0.14575873432488884
Inspiro,0.23193841109081337,,,148.5,3,0.23193841109081337
Institute of Public Affairs,0.4633615839660517,0.3473347194868108,-0.11602686447924093,27492.5,115,0.48283415812954095
International Justice Mission,0.1440125648912782,,,1696.0,8,0.06210866046102448
International Justice Mission Australia,0.14877228172440193,,,1938.5,23,0.18423659658774505
Interrelate Limited,0.000748026419663872,,,149.5,1,0.000748026419663872
Invasive Species Council,0.20523828196696361,0.2840346038597056,0.07879632189274197,97021.0,758,0.3320464942722299
Isaac Daryll Solomon,0.23342941529825176,,,148.5,3,0.23342941529825173
Isaac Regional Council,0.9983626261155392,,,449.5,1,0.998362626115539
It's Not A Race,0.6516311358867264,0.5300028473791567,-0.12162828850756968,221677.5,445,0.5782513136989322
Ithaka,0.8192848200183237,0.5367812380500583,-0.2825035819682654,62441.0,118,0.7264826734190309
JASON YAT-SEN LI,0.2204840701664299,,,49.5,1,0.22048407016642993
Jacinta Allan MP,0.4788064879116843,,,792.0,16,0.4788064879116843
Jack Alexander Mansell,0.9422519834329045,,,348.5,3,0.9283301196053775
Jack Boyd - Sutherland Shire Councillor,0.7750025377390338,,,2029.5,41,0.7750025377390342
Jack Douglas Evans,0.5343720638340612,,,99.0,2,0.5343720638340612
Jackie Jarvis MLC,0.13772299580627578,,,349.5,1,0.13772299580627578
Jackson Taylor MP,0.3861538581945147,0.3394133391479464,-0.046740519046568285,41272.0,256,0.43122345544720886
Jacob Adrian Bettio,0.8081992701491875,,,49.5,1,0.8081992701491875
Jacob Paul Cass,0.9973785297066602,,,49.5,1,0.9973785297066602
Jacqueline Nicola Findlay,0.8147388422429893,,,496.0,8,0.7052004009160122
Jacqui Hawkins,0.8721936218635173,,,4533.5,33,0.8738558724124341
Jagdish Harish Lakhani,0.498878414612079,,,1287.0,26,0.49887841461207877
Jake Sebastian Mcguinness,0.7512077159105397,,,298.0,4,0.8241116439014267
Jam Yuqi Xia,0.147200232958336,0.22859165267353926,0.08139141971520325,1138.5,23,0.16489401985294538
James Anthony,0.6224540098749092,0.7051566035224093,0.0827025936475001,2376.0,48,0.6414066875857946
James Benjamin Kingsley Newbury,0.4638706619584619,,,4542.5,15,0.4891360910390027
James Christopher Child,0.8283411038653009,,,99.0,2,0.8283411038653009
James Clarence John,0.6235482047495854,,,247.5,5,0.6235482047495854
James Golding,0.7115191839586983,,,1196.0,8,0.8299405130680132
James Isaac Mckee,0.7368130154030896,,,495.0,10,0.7368130154030895
James John Mcdonald,0.656975005216276,,,498.0,4,0.5924605211255202
James Lloyd Nicholas Mullan,0.5723996046840676,,,99.0,2,0.5723996046840675
James Mackay,0.2650767854151737,0.32038630184861144,0.05530951643343773,3168.0,64,0.2737188973578984
James Martin MP,0.30861008393104133,,,1840.5,19,0.28576517631759324
James Merlino,0.5414413697204827,0.005935287160969249,-0.5355060825595135,3195.0,10,0.40098618971267397
James Milligan MLA,0.8724622767653974,,,297.0,6,0.8724622767653976
James Oliver Gibson,0.9131456702240187,0.8658547700527632,-0.04729090017125548,27962.0,476,0.8657660076375299
James Patrick Malecki,0.633648467788164,,,49.5,1,0.633648467788164
James Phillip Rowe,0.605985179927097,,,497.0,6,0.6940414921345771
James Spenceley,0.3290137853206963,,,148.5,3,0.3290137853206963
James Spencer Owen,0.33708095904193625,,,1298.0,4,0.2861365728944307
James Walker,0.5641139220698834,,,949.5,1,0.5641139220698834
James William Tiger Ardouin,0.9202524198617326,,,1243.5,13,0.93701226399284
Jamie Parker MP,0.36519606294709517,0.014183604195589505,-0.35101245875150566,148.5,3,0.24819191002992658
Jananie Janarthana,0.8327279347869133,,,2995.0,10,0.8295273838240232
Jane Agirtan,0.7422584703931442,,,694.0,12,0.7786974762446531
Jane Carmel Stagg,0.5422926638078578,,,1296.0,8,0.6979803617813823
Jane E Gilmore,0.9612369446556198,,,298.0,4,0.9742278592994913
Jane Kelsbie MLA,0.2428597855880225,0.3039497528267275,0.061089967238704995,2880.0,40,0.31778443690790953
Jane Lomax-Smith,0.45000139220049634,,,3969.0,62,0.46977377926710995
Janet Drummond,0.38155581216622025,,,49.5,1,0.38155581216622025
Janie Finlay,0.2409919252228256,,,499.0,2,0.22673109963148125
Jarad Moodie Murray,0.4157477636763103,,,1094.0,12,0.30172981829521434
Jared Morgan,,0.15992119950697048,,99.0,2,0.15992119950697048
Jarrod Bleijie MP,0.5164754456026434,0.9071467658600993,0.390671320257456,1841.5,17,0.498221584804065
Jason Breton - Independent for Liverpool,0.3769636824569672,,,398.0,4,0.41914057304324304
Jason Brett Harrop,0.6779856485060267,,,149.5,1,0.6779856485060267
Jason Charles Nelson,0.6917209378638101,,,545.5,9,0.7481523774413259
Jason Horton,0.5831477436871008,,,445.5,9,0.5831477436871007
Jason Hunt MP,0.22029575371051074,0.151052301388474,-0.06924345232203674,1337.5,25,0.20427268269601453
Jason S Mc Clintock,0.32057549272859565,0.5555874365503951,0.23501194382179946,12254.0,92,0.40060385852929786
Jason Virgo,0.9999833056423438,,,198.0,4,0.9999833056423437
Jason Wells,0.00893140403380166,,,49.5,1,0.00893140403380166
Jassmine Peggy Wood,0.1768462253002291,,,148.5,3,0.1768462253002291
Jay Suvaal,0.9618017449995206,,,1835.5,29,0.9692609623865558
Jayamala Vijay Gupte,0.7777642604980807,,,1090.0,20,0.7979696895230929
Jayden Squire,0.25899878818825234,,,445.5,9,0.2589987881882524
Jayne Marion Stinson,0.5623857918552861,,,991.0,18,0.6009701094501605
Jayson Walmsley,0.5346086242823211,,,1687.0,26,0.5223283598143934
Jean Hailes for Women's Health,0.24840502249794055,0.28086623832774255,0.03246121582980199,63843.5,213,0.2602014303322137
Jeffery Jon Whitton,1.995880630656366e-06,,,149.5,1,1.995880630656366e-06
Jeffrey Marc Pettett,0.5061107849922298,,,198.0,4,0.5061107849922298
Jeffrey W Cooke,,0.726879037733501,,247.5,5,0.726879037733501
Jen Butler MP,0.9481881112038566,,,149.5,1,0.9481881112038566
Jennifer Carol Sanger,0.7030220382986835,0.6738578096195562,-0.02916422867912727,1245.5,9,0.8864249896625529
Jennifer Gail Webb,0.610714221516997,,,297.0,6,0.610714221516997
Jennifer Lorraine Hill,0.07045940585425153,0.22511884367074053,0.154659437816489,148.5,3,0.1220125517930812
Jenny Leong MP,0.4796823024927487,0.8054874757984876,0.3258051733057389,1241.5,17,0.6035679446476163
Jenny Michelle Ellis,0.11939971753740541,,,49.5,1,0.11939971753740543
Jeremy Hanson,0.025664011338008663,0.8213040784133204,0.7956400670753118,1299.0,2,0.4847342424950111
Jeremy John Miller,0.9878993930736658,,,297.0,6,0.9878993930736659
Jeremy Rockliff ,0.4055065036715052,,,7919.5,61,0.3683625151667594
Jess Pugh MP,0.05895562348066521,,,1047.5,5,0.06820526747234178
Jess Rohin Jennings,0.21193197386050802,,,247.5,5,0.21193197386050805
Jesse Ronald Cochrane Adolfson,0.5597411357452422,,,198.0,4,0.5597411357452422
Jesse Wilson Gardner Russell,0.5711102400556003,,,445.5,9,0.5711102400556003
Jessica Kate Greatwich,0.8715205730175066,,,49.5,1,0.8715205730175066
Jessica Lee Wheelock,0.5113903618101181,,,899.0,2,0.511390361810118
Jessica Rose Munro,0.45699980629796366,,,49.5,1,0.4569998062979636
Jill Hennessy MP,0.43829434949618656,0.4382943494961865,-5.551115123125783e-17,7141.5,17,0.4382943494961865
Jilly Gibson,0.6591681475327198,,,2871.0,58,0.6591681475327196
Jim E Overend,0.2436290820262812,0.702555143464103,0.4589260614378218,198.0,4,0.5878236281046476
Jim Maxwell - Vote for Experience,0.43067421548292484,,,99.0,2,0.4306742154829248
Jimmy Sullivan MP,0.2701631895022235,,,2574.0,52,0.2701631895022235
Jing Li,0.00011936450444710589,,,99.0,2,0.00011936450444710589
Jiwoon Ko,0.3831479611674906,,,547.5,5,0.38314796116749067
Jo Clay MLA,0.22373039853101692,,,198.0,4,0.22373039853101695
Joan Pease MP,0.28126169021361996,,,596.0,8,0.2964577768196202
Joanne Gail Cotterill,0.5269208725751282,,,695.0,10,0.5923483450535533
Joanne Lee Bromilow,0.3831479611674906,,,148.5,3,0.3831479611674906
Jodi Lee Foundation,0.6335829560564861,,,24230.5,39,0.6075948529768929
Jodie Hanns MLA,0.2878206400771572,,,2376.0,48,0.2878206400771572
Jodie Lee Davis,0.6425744170139439,,,148.5,3,0.6425744170139439
Joe Kelly MP,0.24886584865850067,0.3898753235984027,0.14100947493990204,990.0,20,0.2559163224054958
Joe Szakacs MP,0.491577488565796,,,596.0,8,0.44371954384692575
Joel A Witten,0.4197724733274094,,,49.5,1,0.4197724733274094
Joel Peretz Lazar,0.7586523083091706,0.8253088019483045,0.06665649363913384,644.5,11,0.8213919020868317
Joel Richters,0.15771543500879326,0.8183483555640257,0.6606329205552325,346.5,7,0.7239722240561354
John Alexander,0.6785648383378421,,,1593.0,14,0.6240583822142205
John Anderson Conversations Pty Ltd ,0.44614102735997613,,,2248.5,3,0.4401181311361923
John Anthony Fry,0.42340442312091797,,,49.5,1,0.42340442312091797
John Church,0.9842233184731312,,,346.5,7,0.9842233184731313
John Curtin Gallery,0.023340687010726974,,,198.0,4,0.023340687010726974
John Edward Keogh,0.7348205774677986,,,49.5,1,0.7348205774677986
John Ewen Clements,0.41276983894393615,,,247.5,5,0.4127698389439361
John Gardner MP,0.3366958170293403,0.12225872208076954,-0.21443709494857077,1138.5,23,0.31804911312076894
John Gerad Dundon,0.6505913697948582,,,198.0,4,0.6505913697948581
John Kelly,0.5697658910953384,,,1688.0,24,0.693818438487077
John Kennedy MP,0.4391021394905687,0.9984017596285376,0.559299620137969,5030.5,39,0.45679078629804243
John Quigley MLA,0.754762089435259,0.28199685712469297,-0.47276523231056605,498.0,4,0.6028301395541362
John William Bolton,0.7150353378610992,,,396.0,8,0.715035337861099
John-Paul Langbroek MP,0.8499653903844521,,,49.5,1,0.8499653903844521
John-Paul Marx,0.841870007074721,,,3621.5,57,0.8683467844545503
Join The Conversation,0.9763376980983529,,,148.5,3,0.976337698098353
Jon David Bailey,0.8964443155417166,,,198.0,4,0.8964443155417164
Jon Krause MP,0.6419883499401448,0.339479308646775,-0.30250904129336975,446.5,7,0.5407003282752875
Jonathan Cole,0.3721792513694962,,,99.0,2,0.37217925136949626
Jonty Bush,0.26415121805879654,0.4912877632904951,0.22713654523169857,1091.0,18,0.2865332059034051
Jordan Crugnale MP,0.3655215218820933,0.3395505768186975,-0.02597094506339581,5428.5,43,0.36070613130530416
Jordan Darren Brett,0.6326393725338303,,,247.5,5,0.6326393725338304
Jordan Wright,0.5892797792060351,,,49.5,1,0.5892797792060351
Jorden Mitchell Gunton,0.3898689121332555,,,1438.5,23,0.40676333620426053
Joselito M Aguilus,0.55531602188932,,,792.0,16,0.5553160218893202
Joseph Rahme,0.3756638148557065,,,1046.5,7,0.3460841775818179
Josh Cockshutt,0.4572347561658704,,,99.0,2,0.4572347561658704
Josh Kessanis,0.766415161856752,,,891.0,18,0.7664151618567522
Josh Lynagh,0.5431112980566217,,,445.5,9,0.5431112980566217
Josh Teague MP,0.4811718073112378,,,297.0,6,0.48117180731123776
Joshua Adam Reiter,0.9226381275141236,0.964781778618823,0.04214365110469942,198.0,4,0.9437099530664733
Joshua Barton Willie,0.5713389896271875,0.21975993383530545,-0.3515790557918821,445.5,9,0.5322746500947563
Joshua Black,0.5113807265244977,,,1683.0,34,0.5113807265244978
Joshua Bradley,0.7532209065751597,,,544.5,11,0.7532209065751595
Joshua Kenneth James Crawford,0.3511315883439291,,,49.5,1,0.3511315883439291
Joshua Matthew Vivian,0.3887639616680545,,,99.0,2,0.3887639616680545
Joshua P Sinclair,0.49540499146974437,0.5560334177180721,0.06062842624832776,14480.0,40,0.584098470634667
Joshua Richard Last,0.3831479611674906,0.3788525653481831,-0.00429539581930749,4033.5,33,0.37916778467693363
Joshua Roland Burgoyne,0.10530488724641307,,,99.0,2,0.10530488724641307
Joshua Wayne Shoobridge,0.9910903466357859,,,49.5,1,0.9910903466357859
Jubilee Australia Research Centre,0.6334208464291582,,,647.5,5,0.3728177151837662
Judith Avril Treanor,,0.8190879760900316,,993.0,14,0.8717070148989999
Judith Neilson Institute for Journalism and Ideas,0.19697061376791103,,,49.5,1,0.19697061376791103
Julia Dorothy Finn,0.3441324061223843,,,299.0,2,0.18520205535434617
Julian Mark Carbone,0.427559842058712,0.12770081933570052,-0.29985902272301146,940.5,19,0.38021368057613125
Julie Collins MP,0.8423772121006637,0.6545906744203973,-0.18778653768026643,745.5,9,0.7874732146082413
Julieanne Gilbert MP,0.535056562909185,0.30228310826667926,-0.23277345464250576,2428.5,43,0.5769356486946624
Just Gold Digital Agency Pty Ltd,0.010870144251430913,,,247.5,5,0.010870144251430913
Just.Equal Australia,0.5097145770435827,0.7922854534473274,0.2825708764037447,796.0,8,0.667187350360333
Justice For RFS Volunteers,0.7840744045607355,0.09827735045226449,-0.685797054108471,544.5,11,0.7217292178236018
Justice Reform Initiative ,0.6929726290330562,,,1847.5,5,0.6629916131593001
Justice Reform Initiative  ,0.9972280155728045,,,149.5,1,0.9972280155728045
Justin Allan Robinson,0.7254659420537064,,,396.0,8,0.7254659420537064
Justin Eric Hanson,0.9757466095546604,0.564575381244778,-0.4111712283098824,544.5,11,0.6019545838184037
Justin Li,0.5706975974122555,,,2293.0,14,0.5202655801743267
KATHLEEN ANNE MATTHEWS-WARD,0.6086618344744954,,,199.0,2,0.6136308151915537
KORE Communication Strategy Research,0.7361322708543588,,,1389.0,22,0.7779474858737428
KU Children's Services,0.4285896678169223,1.2993354169266169e-05,-0.42857667446275305,1047.5,5,0.5587417924879883
Kahn Goodluck,0.9449728601981452,,,148.5,3,0.9449728601981453
Kamal Dahal,0.77507357351814,,,247.5,5,0.77507357351814
Kane Marshall Stewart,0.0008561056232693209,,,49.5,1,0.0008561056232693209
Kapil Rameshbai Bhadra,0.870272334019669,,,49.5,1,0.8702723340196689
Kara L Stuart,0.8966292814513299,0.8819315542687942,-0.014697727182535703,544.5,11,0.8952931244347357
Karen Antonia Maria Wright,0.9033780057570164,,,49.5,1,0.9033780057570164
Karen Freyer,0.9617445226614176,,,49.5,1,0.9617445226614176
Karen Freyer for Vaucluse,0.9984288371830098,,,149.5,1,0.9984288371830097
Karen Jane Eckermann,0.746387175540371,0.7278722659746908,-0.01851490956568025,792.0,16,0.7417584481489511
Karen Lea Toms,0.7372284147579471,,,148.5,3,0.7372284147579471
Karen Susan Edyvane,0.487147940328516,0.6373370428313252,0.1501891025028092,544.5,11,0.5963763785123772
Karlene Mabel Polglase,0.8950179168256085,,,148.5,3,0.8950179168256085
Karlo Perkov,0.3307784086184092,0.04232859045045742,-0.2884498181679518,2029.5,41,0.30263696294348696
Kaspar Wilson Deane,0.45630995788473855,,,2178.0,44,0.4563099578847387
Kat Theophanous MP,0.3832963194910844,0.4989480879363636,0.11565176844527919,20468.0,64,0.4391914824793175
Kate Elisha Mcgrath,0.4021766393425496,,,297.0,6,0.40217663934254955
