bylines,mean_prob_outside,mean_prob_inside,shift,total_spend,n_ads,mean_election_prob_weighted
Sarah Connolly MP,0.2775056900352749,0.27262460264031374,-0.004881087394961181,19185.0,30,0.30448657373589266
Sarah E R Hathway,0.9880887081720705,,,49.5,1,0.9880887081720705
Sarah Emily Carlyle Roberts,0.5610852266982483,,,744.5,11,0.47599112580577596
Sarah Game,0.626540526276559,0.470836833766825,-0.15570369250973398,644.5,11,0.5926612188612234
Sarah Kate,0.3787223972853184,,,148.5,3,0.3787223972853184
Sarah Simone Beresford,0.46798539040922726,,,1287.0,26,0.4679853904092273
Sarah Tole,0.6092837512306586,,,148.5,3,0.6092837512306587
Sarah Virginia Harding,0.6055497728562353,,,449.5,1,0.6055497728562353
Save Class Actions Australia Limited,0.7726341430766827,,,36081.0,38,0.711710833624806
Save Lee Point,0.7101551404477092,0.9479211180521039,0.23776597760439466,198.0,4,0.7695966348488079
Save Mascot Towers' families,,0.5945295080344282,,249.5,1,0.5945295080344282
Save Our Marine Life (Australia),0.6691967971409346,0.3622929371826092,-0.3069038599583254,8162.0,76,0.688696398931938
Save Our Songlines,0.15948231199285454,0.1923327711982974,0.032850459205442856,595.0,10,0.17547820483526516
Save Strathfield Council,0.24407827677345809,,,198.0,4,0.24407827677345809
Save Sydney's Koalas (South West) Incorporated,0.5787921576769753,,,248.5,3,0.7408241511178987
Save The Preston Market Action Group,0.9999999999999298,,,299.0,2,0.9999999999999298
Save Western Port Woodlands,0.7223592288912414,,,99.0,2,0.7223592288912415
Save the Children Australia,0.4056094808382526,0.2529676567865431,-0.1526418240517095,239982.0,1036,0.3464515928433256
SaveLabrador,0.059277401296836896,,,99.0,2,0.05927740129683689
Sawtelghad Radio,0.24881529480690365,0.8196131565738298,0.5707978617669262,297.0,6,0.43908124872921234
Say No To Scarborough Gas,0.14724818361285527,,,5146.5,7,0.142477314879422
Schneider Electric,0.05889630234430162,,,848.5,3,0.05284929342548208
School Strike 4 Climate,0.3276045591677696,0.979663655073986,0.6520590959062165,547.5,5,0.7619216149117201
School for Life Foundation,0.2525340060083499,0.3634607848222983,0.11092677881394841,27878.5,343,0.28560003799196687
Scott Brenton Savage,0.16011908654393003,,,149.5,1,0.16011908654393003
Scott C W Lynn,0.5993893976797916,0.615869503886368,0.01648010620657636,7426.0,148,0.6080416442084369
Scott David Anderson,0.4624664464906547,,,247.5,5,0.4624664464906547
Scribble and Scribe Administration Solutions,0.544636807730009,,,347.5,5,0.6467909734378582
Sea Shepherd Australia,0.5636738864696954,,,248.5,3,0.6406703796157471
Sean Callanan,0.7354112694301854,,,646.5,7,0.7469752714216159
Sean Michael Grady,0.7015855871978568,,,346.5,7,0.7015855871978567
Sean S O'Reilly,0.3226944813910292,0.26241188886797473,-0.06028259252305446,1980.0,40,0.31515915732564737
Sean Weatherly,0.9453776945058792,,,498.0,4,0.9376989529172703
Search Foundation,,0.8745017533820325,,4898.0,4,0.8720859049602107
Seed Indigenous Youth Climate Network,0.8400946927248159,0.9991178924534563,0.15902319972864043,348.5,3,0.8626819190851248
Seems Legit,0.4483230047906875,0.49618533654442076,0.04786233175373328,396.0,8,0.4602885877291208
Senator Andrew Bragg,0.6954883028469305,0.4620512892266761,-0.23343701362025443,14392.0,16,0.5290699952555448
Senator Anne Ruston,0.5971214555964315,,,49.5,1,0.5971214555964315
Senator Carol Brown,0.046260608457257324,,,248.5,3,0.04887885843935525
Senator Catryna Bilyk,0.28009765228280314,0.11533781510674557,-0.16475983717605758,99.0,2,0.19771773369477433
Senator Claire Chandler,0.3212109891551629,,,11641.5,17,0.49959594753098924
Senator David Van,0.7843126295275069,0.6061374424440498,-0.17817518708345714,6583.0,34,0.5680118734688964
Senator Gerard Rennick,0.7751669219974447,0.8348711850315346,0.05970426303408982,898.0,4,0.8200140217008597
Senator Hollie Hughes,0.646166215964491,0.4515866717078003,-0.19457954425669066,2446.5,7,0.4789484300860575
Senator Jane Hume,0.558052320742804,0.5157692954014105,-0.0422830253413935,4433.5,33,0.5247630581624273
Senator Jess Walsh,0.6317401535522614,0.735416682093067,0.10367652854080556,6323.5,53,0.5836870180982732
Senator Karen Grogan,0.5734097287718836,0.5993080543457334,0.025898325573849856,2031.5,37,0.5537296674218062
Senator Linda Reynolds,0.6018461206763969,0.05613647577004888,-0.545709644906348,1946.5,7,0.5263894669945536
Senator Louise Pratt,0.4898895215607133,0.6252861186750189,0.13539659711430563,5738.5,23,0.5959752187966363
Senator Marielle Smith,0.4799470814661291,,,846.5,7,0.6205986722110883
Senator Matt O'Sullivan,0.5229914318123866,0.7052329750494608,0.1822415432370742,6516.5,67,0.6211280247956953
Senator Matthew Canavan,0.015982318301072773,0.3222249727455351,0.3062426544444623,16346.5,7,0.1860794174434065
Senator Mehreen Faruqi,0.28071271778280726,0.5643334027909422,0.283620685008135,3422.5,55,0.466884402948113
Senator Nick McKim,0.5030698848326427,0.06024145365679612,-0.4428284311758466,11397.5,5,0.11381251169116029
Senator Nita Green ,,0.0750688692241327,,149.5,1,0.0750688692241327
Senator Paul Scarr,0.6456853167101279,,,2945.5,9,0.6178458643069826
Senator Perin Davey,0.013534925472608816,0.679678328579561,0.6661434031069522,544.5,11,0.6191198373880199
Senator Raff Ciccone,0.6733110602632066,,,14090.5,19,0.3351323006140105
Senator Sarah Hanson-Young,,0.5437258094822175,,399.0,2,0.5437258094822175
Senator Slade Brockman,0.408728062253699,0.5705227363644471,0.16179467411074805,3685.0,30,0.5340338927732093
Senator Susan McDonald,0.6293807435213826,0.857029664665639,0.2276489211442564,2583.0,34,0.7505214175917336
Senator the Hon David Fawcett,0.989247200093489,0.9977779596649049,0.008530759571415913,2990.0,20,0.99152577490579
Servants Community Housing Limited,0.26408677146016546,0.15689056235114207,-0.10719620910902339,396.0,8,0.2506872453215375
Serving Mosman,0.5324347308130764,,,843.5,13,0.5125420420705358
Seton Villa,0.34313548242102815,,,8277.0,46,0.33061773384050336
Shakil Rishay Sharma,,0.7259351305785021,,49.5,1,0.7259351305785021
Shane King MP,0.1738253202583237,,,998.0,4,0.17301550475546768
Shane Love,0.29586574556773665,,,347.5,5,0.28455898291238924
Shane P Bailey,0.40728443637978146,,,841.5,17,0.4072844363797814
Shannon Fentiman,0.5478633413760463,,,148.5,3,0.5478633413760464
Shari Blumer,0.49309729324461027,,,148.5,3,0.4930972932446103
Sharon Lesley Cadwallader,0.4855096541424997,,,198.0,4,0.4855096541424997
Sharon Mckell,0.6220920051120474,,,546.5,7,0.6246804905876212
Sharon-Ann Gibson,0.7607863297231349,,,346.5,7,0.760786329723135
Shaun David Gilchrist,0.532110430331717,,,248.5,3,0.5722501285200721
Shaun Desmond Grimston,0.8145951582219109,,,796.0,8,0.8370328733897467
Shaun Leane MP,0.21558947469761455,0.007026374874861611,-0.20856309982275295,2940.5,19,0.17502374266255394
Shaun Marshall Reardon,0.6232764972336529,,,1097.0,6,0.5859816947779184
Shawn Anfernee Lu,0.8867735658657523,,,247.5,5,0.8867735658657524
Sheena Watt MP,0.5360150653782935,0.28839895809770294,-0.24761610728059052,4489.0,22,0.5884356008193433
Shenjeet Kaur Gill-Sekhon,0.4989416613460608,,,148.5,3,0.4989416613460608
Shoalhaven Independents ,0.6312349534480106,,,3687.0,26,0.6279605299513459
Shokufeh Kavani Gherkhlo,0.07515744768782437,,,247.5,5,0.07515744768782438
Shooters Fishers and Farmers Party,0.5811178426221787,0.6291163536574601,0.04799851103528141,4836.5,27,0.6828080382694305
Shooters Union of Australia,0.4358039507020924,0.08125074066233962,-0.35455321003975276,1197.0,6,0.4246053244353143
"Shop, Distributive and Allied Employees' Association, South Australian Branch",0.40900441680337957,,,2886.0,28,0.44267594722770903
Shouvojit Sarker,0.606686432006571,,,1039.5,21,0.606686432006571
Showcase SA,0.0966046266830199,0.013590541674666556,-0.08301408500835335,9316.5,67,0.0649289116399906
Shwetali A Sawant,0.7509581572524253,,,1798.0,4,0.8503680821450879
Sian Francesca Russell-Henderson,0.6789945341876132,,,1099.0,2,0.6789945341876131
Simon Andrew Ingram,0.19376218241078547,0.6895604594989363,0.49579827708815083,495.0,10,0.24334201011960055
Simon Behrakis,0.5576311843431813,0.9116097113447996,0.35397852700161836,2083.0,34,0.5269144811395347
Simon Charles Walker,0.9028269055972493,,,399.0,2,0.9161753744471024
Simon Dison Cole,0.23230583889012038,,,198.0,4,0.23230583889012038
Simon James Mcmahon,0.3735341897645004,0.2092577143902425,-0.16427647537425794,8473.0,54,0.34539857575458416
Simon Millman MLA,0.3603816272837101,0.40986848999419045,0.04948686271048036,1585.0,30,0.4136528101537705
Simone McGurk MLA,0.39126695789851784,0.010091695029977199,-0.38117526286854064,199.0,2,0.2964520055769462
Sir David Martin Foundation,0.3023610083496765,0.5325085739784434,0.23014756562876693,17931.0,138,0.4381435401480945
Sisters of Charity Foundation,0.30266300372531274,0.12815976637992613,-0.1745032373453866,544.5,11,0.20747941971873826
Skin Health Institute,0.4634456614462543,0.5455571990607316,0.08211153761447731,1343.5,13,0.47258274732147887
Slow Grow Flower Co,0.5605581656931503,,,49.5,1,0.5605581656931503
Smack Bang ,,0.277606615728457,,198.0,4,0.277606615728457
Smart Voting,,0.8366773860942787,,302671.5,57,0.8052509583020712
Smiths 2014 Pty Ltd,0.037126999091858265,,,396.0,8,0.03712699909185826
Smiths Beach Action Group,,0.24323363401458253,,549.5,1,0.24323363401458256
Social Futures,0.08238152394650873,,,348.5,3,0.044191589970846754
Social Status,0.3831479611674906,,,549.5,1,0.3831479611674906
Socialist Alliance,0.49101346612149743,0.8310013253544847,0.33998785923298724,346.5,7,0.6367225486499205
Socialist Alternative - Red Flag,0.501046829642115,0.4839160620336973,-0.017130767608417696,495.0,10,0.4993337528812732
Socialist Equality Party,0.30352794824692414,0.7162924850189677,0.41276453677204356,8659.0,82,0.5467676814676042
Soft Tread Enterprises,0.23691568866942292,,,199.0,2,0.35442957726242746
Solar and Battery Services,0.04780032006607851,,,1343.5,13,0.02389033061948912
Solidarity,0.42570192006172736,,,149.5,1,0.42570192006172736
Solmedia,0.7199400788872531,,,497.0,6,0.6911752718598853
Solutions for Australia,0.548881363943703,0.4716637587067162,-0.07721760523698684,656140.5,1819,0.42505113102517844
Sonet Coetzee,0.4893084945090792,,,446.5,7,0.5984580067157562
Sonja Terpstra MP,0.763293352501411,0.9160941983714549,0.15280084587004394,2240.5,19,0.780027852820802
Sonya Charlotte Mcintyre Reid,0.3688704563968599,,,49.5,1,0.3688704563968599
Sonya Kilkenny MP,0.2845334751741231,0.23391283336704186,-0.05062064180708123,3432.5,35,0.19536249045510198
Sophie Clementine Sorell Underwood,0.2316743470341432,,,396.0,8,0.23167434703414322
Sophie Cotsis MP,0.2961745864418766,,,148.5,3,0.2961745864418766
Sophie Love,0.8739870373431408,,,99.0,2,0.8739870373431406
Sophie Nguyen,0.625951290348064,,,99.0,2,0.625951290348064
Sophie Torney,0.687342635746872,,,22024.5,51,0.7413994437161491
Sorbent Paper Co.,0.3831479611674906,,,849.5,1,0.38314796116749067
Soroptimist International Randwick,0.0019183696005513617,,,49.5,1,0.0019183696005513617
South Australian Rainbow Advocacy Alliance (SARAA),0.3125582101043494,0.010680114813711117,-0.3018780952906383,297.0,6,0.16161916245903024
South Australian Tour Operator Alliance,0.43446715084256926,,,198.0,4,0.4344671508425693
South Coast Labour Council,,0.275121377331902,,249.5,1,0.275121377331902
Sparkways,0.19783572981450018,,,8952.0,96,0.15388346174256803
Special Broadcasting Service,0.401709873951421,0.4075592913751395,0.005849417423718528,20230.5,239,0.4017542996321121
Specialized Solar & Electrical,0.06060703749654362,0.0026315776086603313,-0.05797545988788329,10179.5,141,0.021854742231507535
Spinal Life Australia,0.847685779094072,0.8550959959184629,0.007410216824390914,15033.0,34,0.8504281893244627
Sportsbet,,0.45489635422210495,,6949.0,2,0.45489635422210495
Sportsbet.com.au,,0.6756945461022492,,9298.5,3,0.6756945461022492
Sreeni Pillamarri,0.14359399464231587,0.15383535615113297,0.010241361508817104,1248.5,3,0.13658355971134345
St Kilda Football Club,0.1389127220995084,,,799.0,2,0.1401796583139796
St Vincent de Paul Society Queensland,0.3328532448607304,,,148.5,3,0.3328532448607304
St Vincent de Paul Society in Australia,,0.05549197838986516,,23858.5,383,0.04618947361467261
Stacks Goudkamp,0.6351607588596504,,,1933.5,33,0.603763751580169
Stacks Law Firm,0.4486453737934275,,,396.0,8,0.4486453737934275
Stand Up and Vote ,0.9999990103854528,,,49.5,1,0.9999990103854528
Stand4Uyghurs,0.21172580276577502,,,7474.5,151,0.2117258027657751
Stanwell Corporation,0.20414591983365582,0.4716871419311331,0.26754122209747727,8920.5,59,0.278817373971315
Star Promotions,0.8771911115436948,,,49.5,1,0.8771911115436947
State Library of Queensland,,0.9517555269616895,,49.5,1,0.9517555269616895
Steph Cooke MP,0.19076141329580168,0.5211873473818222,0.3304259340860205,445.5,9,0.4110453693531486
Steph Ryan MP,0.2885756605863917,,,148.5,3,0.2885756605863917
Stephanie Ann Thomas,0.9645502849386193,,,49.5,1,0.9645502849386193
Stephanie Megan Cameron,0.36041544292038397,,,396.0,8,0.360415442920384
Stephen Anthony Mcnamara,0.7953739108087805,,,99.0,2,0.7953739108087805
Stephen Bennett MP,0.18027397242251159,0.34188279288658624,0.16160882046407465,198.0,4,0.2610783826545489
Stephen George Clarke,0.9470248673651184,0.9360492259967668,-0.010975641368351607,891.0,18,0.9384882574119561
Stephen James Birrell,0.759186161692577,,,399.0,2,0.8310510146176526
Stephen Jeremy Jackson,0.604887034134016,,,399.0,2,0.5594891979140878
Stephen Liang Gie Khouw,0.9880935261022505,0.6573051928280231,-0.3307883332742274,645.5,9,0.7554863755471816
Stephen Martin Greenwood,0.8149334581670652,0.7299410167786377,-0.08499244138842754,297.0,6,0.7582718305747801
Stephen Matulec,0.8087302452121417,,,1043.5,13,0.791138443305663
Stephen Mullighan MP,0.06670367258551765,,,247.5,5,0.06670367258551765
Stephen P Holland,0.5034491061635161,0.2824131559968845,-0.22103595016663163,2092.0,16,0.671869886327929
Stephen Patterson MP,0.3634210256020138,0.15897547587695338,-0.2044455497250604,198.0,4,0.3123096381707487
Stephen Pratt MLC,0.4361025571287538,,,248.5,3,0.6554553552870717
Stephen Spence,0.8857239162355983,,,198.0,4,0.8857239162355983
Stephen William Saunders,0.45062253553165016,,,199.0,2,0.4588687798292095
Steve Dimopoulos MP,0.3984652993932749,0.4857270453801815,0.08726174598690661,23084.0,232,0.41837613215561387
Steve Edgington,0.046179805270572895,0.03695652034039443,-0.009223284930178467,198.0,4,0.04387398403802829
Steve Irons MP,0.38367266920463966,,,9941.5,17,0.2940122877332898
Steve Krieg for Mayor,0.7945248444770501,,,99.0,2,0.7945248444770502
Steve McGhie MP,0.727175302346234,,,449.5,1,0.727175302346234
Steve Minnikin MP,0.35810676608559316,0.4026436186342127,0.044536852548619554,496.0,8,0.4206592820000172
Steve Murray MP,0.8526508065539002,,,1796.0,8,0.8463060869049923
Steven B Hughes,0.998227419016467,0.005922158108144671,-0.9923052609083224,1797.0,6,0.8049372337173472
Steven Brian Pearce,0.4151964776033489,,,49.5,1,0.4151964776033489
Steven George Ostaszewskyj,0.3061333856675655,,,198.0,4,0.3061333856675655
Steven James Rypp,0.3916589916875055,0.009377605147168122,-0.3822813865403374,544.5,11,0.35690613836565666
Steven John Martin,0.3383407375819693,0.3389236934443178,0.0005829558623484665,6237.0,126,0.33843789689236076
Steven Kelly,0.43719901000911043,,,1886.0,28,0.39945929846813677
Steven Marshall MP,0.8893709168357501,,,49.5,1,0.8893709168357501
Steven Miles,0.4976529270203804,,,2896.0,8,0.5669295962021477
Steven Orakau Semmens,0.08954410482209374,,,49.5,1,0.08954410482209374
Steven Paul Toogood,0.3256256183831588,,,148.5,3,0.32562561838315873
Steven Phipps for a Zero-Carbon Hobart,0.6327879957397232,,,2146.5,7,0.6911724879837965
Steven S Abboushi,0.36120411546038367,,,99.0,2,0.3612041154603836
Stewart Heath Prins,0.9837127124848725,,,149.5,1,0.9837127124848725
Stirling Hinchliffe,0.0017972625563957845,,,49.5,1,0.0017972625563957845
Stop Adani,0.17054349108977362,,,1736.5,27,0.15321094228678542
Stop Adani ,0.9562510803558335,,,49.5,1,0.9562510803558334
Stop Live Exports,4.600585611025387e-05,0.23178387794547314,0.2317378720893629,1540.5,19,0.19017412826557006
Strathfield Council,0.8144007549441672,,,49.5,1,0.8144007549441673
Stuart Aubrey MLA,0.19015168462166784,0.22444356729441908,0.03429188267275124,3183.0,34,0.2092578410000005
Stuart Ayres MP,0.6044629789782797,,,49.5,1,0.6044629789782797
Stuart James,0.21839422921279122,,,644.5,11,0.1845083945144635
Stuart Patrick Larkins,0.614367639427159,,,396.0,8,0.614367639427159
Stuart Pearson - Bathurst Matters,0.11519612196680706,,,49.5,1,0.11519612196680705
"Students' Representative Council, University of Sydney",0.00018383243118680337,,,149.5,1,0.00018383243118680337
Study Gold Coast,0.1493119016208445,,,2245.5,9,0.07083868142629483
Sue Day The Voice of Penrith,0.6923502055303539,,,699.0,2,0.7176613205428305
Sue Hickey,0.37095406438760714,,,299.0,2,0.36279761169203295
Sugandhi Chanana,0.9207244950257827,,,49.5,1,0.9207244950257827
SumOfUs Australia,0.21775068673586392,0.11747805445201183,-0.1002726322838521,75677.5,45,0.2207533082147154
Suman Kanti Saha,0.04059578197657232,,,99.0,2,0.04059578197657232
Summer Foundation,0.7092102236408173,0.9041505353542683,0.19494031171345094,7076.0,48,0.8982720004748902
Sunil Gope Hargunani,0.7741230838194161,,,348.5,3,0.6841542086107607
SuperFriend,0.286855861710012,,,149.5,1,0.286855861710012
Support Lindfield,0.5737338272899729,,,1839.5,21,0.4642359898738961
Surfers for Climate,0.8331390485670025,,,99.0,2,0.8331390485670025
Surfrider Foundation Australia,0.3934137614165851,,,646.5,7,0.4025326965556661
Susan Elizabeth Mcginn,0.3831479611674906,,,49.5,1,0.3831479611674906
Susan Rosalie Moore,0.3441532475369202,,,198.0,4,0.3441532475369202
Sustain.Surf,0.3996622529154474,,,297.0,6,0.3996622529154474
Sustainable Australia Party,0.42739347023229646,0.9999991875322934,0.572605717299997,3535.5,29,0.6838931226254304
Sustainable Population Australia,0.4553165826359865,0.45484583878148055,-0.0004707438545059617,4591.0,18,0.49537607588619254
Suzanna Sheed,0.5807099168213662,0.9600625424753075,0.37935262565394134,9142.5,15,0.6819757750075407
Suzanne Natalie Migdale,0.5918000023021245,,,247.5,5,0.5918000023021243
Sydney Fibroid Clinic,0.41317570579041996,0.3384555816175608,-0.07472012417285917,3697.0,6,0.36278186800334555
Sydney Opera House,0.3931183998316388,,,30485.0,130,0.351169920594285
Sydney Sentinel News Satire,0.5068273920949672,0.2366425344332168,-0.2701848576617504,1536.5,27,0.4647494613823951
Syed M A Abidi,0.41858732525444775,,,99.0,2,0.41858732525444775
TAB,0.7760299920607636,0.7677688606438524,-0.008261131416911205,93490.0,20,0.8437608773221298
TL Progressive Inc,0.7396077226005632,0.7068808240770688,-0.03272689852349442,2088.0,24,0.7944617954624174
TWU Members First Team,0.8466477316349427,,,57129.5,141,0.8597981898792748
Tamar Action Group,0.9600251999323649,0.9510694425683743,-0.008955757363990569,5339.5,21,0.9540835623900104
Tamara Smith MP for Ballina,0.027803194887434768,0.6297810084493354,0.6019778135619006,299.0,2,0.3287921016683851
Tammie Lee Sinclair,0.2136752936708849,,,99.0,2,0.2136752936708849
Tania Maree Brown,0.5794317320334252,,,99.0,2,0.5794317320334252
Tania Maxwell MP,0.644388444373197,0.7588251055778088,0.11443666120461182,2179.0,42,0.6785282548980378
Tania Mihailuk,0.34318804913807055,,,544.5,11,0.3431880491380705
Tanya Camille Taylor,0.07636057258432309,,,148.5,3,0.07636057258432309
Tanya Davies,0.058802198241740156,,,99.0,2,0.058802198241740156
Tarrawarra Museum of Art,0.08120569447990038,0.12172097464944437,0.04051528016954399,247.5,5,0.09741180654771797
TasWater,0.16637089620500078,,,5698.0,4,0.1646705613827541
Tasmanian Association for Recreational Fishing,,0.7557264660347123,,297.0,6,0.7557264660347124
Tasmanian Conservation Trust,0.5299195400350856,,,248.5,3,0.5299195400350856
Tasmanian Electoral Commission,0.5625927351367908,0.4962253392053723,-0.06636739593141844,13743.5,13,0.5003233661393249
Tasmanian Forest Products Association,0.3362516316766553,0.5146421856178659,0.17839055394121062,39089.5,121,0.3356981825773131
Tasmanian Inquirer,0.9693219047856426,0.8198162018163676,-0.149505702969275,247.5,5,0.8497173424102226
Team Kylie for Albury City,0.727378333900286,,,445.5,9,0.7273783339002861
Tearfund Australia,0.4477570659708721,,,697.0,6,0.3324979465895964
Teeny Brumby,0.604067157440833,,,544.5,11,0.604067157440833
Tegan Swan,0.2815403441609968,,,1144.5,11,0.20814168304058492
Tekohi Andrew Rivera,0.005556902894649163,,,49.5,1,0.005556902894649163
Tenille Stacey Pentland,0.4822301392456795,,,247.5,5,0.4822301392456795
Teresa Maree Lane,0.5000424793627986,0.9694461317758697,0.46940365241307114,247.5,5,0.6878039403280269
Terrence Gordon Aulich,0.46313982487045086,0.4009975688612199,-0.062142256009230956,396.0,8,0.4476042608681431
Terrence Sean Leahy,0.69458076378521,,,149.5,1,0.69458076378521
Territory Rivers,0.19874756337677574,0.19035771040393248,-0.008389852972843254,2735.5,29,0.48699780719984753
Tessa Kowaliw Independent Candidate,0.579008741450385,,,297.0,6,0.579008741450385
The Articulate Pear,0.15630061167943787,,,299.0,2,0.15630061167943787
The Arts Party ,0.7911513140251621,,,148.5,3,0.7911513140251623
The Australia Institute,0.4563461521793749,0.8646037201735878,0.40825756799421287,18539.5,21,0.6655364056840626
The Australian Federation Party,0.7566504150431199,,,99.0,2,0.7566504150431199
The Australian Institute of Architects,0.10925605148608292,0.15375886122107,0.044502809734987075,29987.5,525,0.11181701133789321
The Australian National University,0.2462011160940324,0.4013559011045569,0.1551547850105245,198.0,4,0.3625672048519258
The Australian Workers' Union - West Australian Branch,0.555687433449877,0.015307074798808884,-0.5403803586510681,1047.5,5,0.40562329167612576
The Being Group,,0.14900388454505098,,49.5,1,0.14900388454505098
The Benevolent Society,0.28004193734202226,,,248.5,3,0.3515656079493573
The Body Shop Australia,0.24246066032711994,0.13988504240383917,-0.10257561792328077,33239.5,21,0.17242138937093116
The Brewers Association of Australia,0.3416502949012465,,,15191.5,17,0.35601012041457497
The Chamber of Minerals and Energy of Western Australia,0.31163682834816686,0.2409877896742917,-0.07064903867387515,167925.5,149,0.24143230139017338
The Chaser,0.313720684932824,0.8939672662741208,0.5802465813412968,59049.0,102,0.2694596858808319
The Civic Partnership,0.651311096454382,,,799.0,2,0.6284830942246588
The Clean Energy Council,0.23950205531043806,,,62905.0,190,0.21409681596281174
The Climate Council,0.6392457265473444,0.9538931443592649,0.3146474178119205,64837.0,526,0.7688120798056113
The Climate Reality Project - Australia and Pacific ,0.4802332796792055,0.9986671664767933,0.5184338867975878,598.0,4,0.7303008920826259
The Commons Social Change Library,,0.9985391713130218,,699.0,2,0.9985391713130216
The Community Independents Project Pty :td,0.18888046944506542,,,349.5,1,0.18888046944506542
The Council for Intellectual Disability ,0.910651196368429,0.6815689675975398,-0.22908222877088913,945.5,9,0.8990660715568585
The Dirt Company,0.0508073681859559,,,1042.5,15,0.08008263810300899
The Ethics Centre,0.4129903284172672,0.10460281878699378,-0.3083875096302734,20210.0,180,0.3564238392759153
The Events Agency,0.08269432054403883,,,398.0,4,0.09182431821152151
The Executive Council of Australian Jewry (ECAJ),0.18526156188992365,0.9999999532190823,0.8147383913291586,546.5,7,0.3784890906254291
The Finance Alliance,0.9263878500847993,,,49.5,1,0.9263878500847993
The Forever Project,5.0389496970171255e-05,,,99.0,2,5.0389496970171255e-05
The Good News Hub,0.2280648211888785,,,297.0,6,0.2280648211888785
The Good Vibes Roll,0.5188739195872482,,,846.5,7,0.4780352138194705
The Great Australian Rip Off,0.771212788393076,,,1298.0,4,0.8155385459203822
The Home Stretch,0.30670116047776974,,,199.0,2,0.30670116047776974
"The Hon. Michael O'Brien MP, Member for Malvern",0.4707799164756165,,,10572.0,56,0.4730419026051673
The Hospital Research Foundation Group,0.23639225233903055,,,12592.0,16,0.23078237045364872
The Human Rights Law Centre,0.3612191342306401,,,49.5,1,0.3612191342306401
The Hunger Project Australia,0.17176304154246955,,,1397.0,6,0.08998014530578002
The Left Qld,0.43675291154180773,,,149.5,1,0.43675291154180773
The Locals (Group F),0.39863749722199815,,,1188.0,24,0.3986374972219982
The McKell Institute,0.4651824002617964,0.4980272448061865,0.03284484454439007,1139.5,21,0.4518846663393869
The National Party - Victoria,0.47338949571269073,0.6900229195679506,0.21663342385525985,41710.5,79,0.5783177651076442
The National Retail Association,0.11317437453191534,,,1492.0,16,0.10751481609475705
The Nature Conservancy Australia,0.1347856391639886,0.253248726007202,0.11846308684321338,1637.5,25,0.18456350662348883
The Pharmacy Guild of Australia,0.5596464665476153,0.45791506057995934,-0.10173140596765595,335291.5,1017,0.5257621840389417
The Royal Society of Victoria,,0.0004318178207892709,,149.5,1,0.0004318178207892709
The Royal Women's Hospital,0.0003382569245263811,,,99.0,2,0.0003382569245263811
The Seabin Project,0.26323465481513303,,,2589.0,22,0.24912208214653864
The Small Business Party,0.0009963143872484537,,,149.5,1,0.0009963143872484537
The State School Teachers' Union of W.A. (Inc.),,0.9929738251017275,,297.0,6,0.9929738251017274
The Thin Green Line Foundation,0.17708573841664688,,,49.5,1,0.17708573841664688
The University of Melbourne,0.2704942608172145,0.30997445478853985,0.03948019397132535,24126.5,247,0.3355637921291007
The University of Queensland,0.1352107808930183,0.1260936476555534,-0.009117133237464908,15442.0,116,0.2263134296805606
The University of Sydney,,0.10396406187557214,,2972.0,56,0.0995656435769239
The Urban Developer,0.8456571421761246,,,3542.5,15,0.7320387753251959
The Vocal Minority,0.3179606761239572,,,2086.0,28,0.30235172296802865
The Water Conservancy,0.13684108690555838,,,5943.5,13,0.15835955612127306
The Wellington Collingwood,,0.001626080383740458,,548.5,3,0.001626080383740458
The West Australian,0.5143719248101802,0.5663507358179333,0.051978811007753034,6444.5,11,0.6989889451613289
The West Australian Party,0.4656390846080074,,,3148.5,3,0.42149433805429926
The Wilderness Society,0.25876048193035284,0.27824332198954205,0.01948284005918921,145541.0,1518,0.27447524402152734
The York Festival,0.3824922719986725,,,148.5,3,0.38249227199867253
Theo Zographos,0.3537856565093811,0.43518996309709634,0.08140430658771525,990.0,20,0.37006651782692407
Thomas A Antonio,0.5466879411948501,,,2181.0,38,0.5920956873846881
Thomas Arnold Sesselmann,0.749037308017484,0.9666651461632821,0.2176278381457981,742.5,15,0.7635458305605375
Thomas William Wyllie Watson,0.5661288432661833,,,49.5,1,0.5661288432661833
Thrive By Five,0.772620855220838,0.6786721860986346,-0.09394866912220345,612850.0,1100,0.7274140739966176
Thriving Planet at Avid Collective,0.14010488897996143,,,2093.0,14,0.17057270087839374
Tien D Kieu,0.5900822160965238,0.21912620281600773,-0.3709560132805161,5291.0,18,0.35144079400557393
Tim James MP,0.06319112723814341,0.24165395110493568,0.17846282386679227,1686.0,28,0.10019702404585637
Tim McCurdy MP,0.505989765536698,0.35664342947289956,-0.1493463360637985,990.0,20,0.48358781512712834
Tim Pallas MP,0.17768882296152402,,,5039.5,21,0.19787743892245216
Tim Read MP,0.7065149819219649,0.46440187937774013,-0.2421131025442248,32720.5,59,0.616481026038174
Tim Richardson,0.3549782262313833,0.42116606452023864,0.06618783828885533,35068.0,64,0.3254976618658433
Tim Whetstone MP ,0.4481510159007508,,,396.0,8,0.44815101590075085
Timber NSW,0.5195467630760563,,,895.0,10,0.4997979464888366
Timber Towns Victoria,0.2982379706389373,,,1644.5,11,0.28227566334298065
Timothy Bull,0.37881796606521745,,,247.5,5,0.3788179660652174
